did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
3325,QSAR-TID-102913,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
3326,QSAR-TID-11055,1,62,active,Sparse_ARFF,,,,0.0,1026.0,46.0,0.0,0.0,1025.0,1.0
3327,QSAR-TID-101021,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3328,QSAR-TID-12474,1,62,active,Sparse_ARFF,,,,0.0,1026.0,360.0,0.0,0.0,1025.0,1.0
3329,QSAR-TID-104138,1,62,active,Sparse_ARFF,,,,0.0,1026.0,65.0,0.0,0.0,1025.0,1.0
3330,QSAR-TID-100851,1,62,active,Sparse_ARFF,,,,0.0,1026.0,526.0,0.0,0.0,1025.0,1.0
3331,QSAR-TID-12755,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
3332,QSAR-TID-17145,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
3333,QSAR-TID-10623,1,62,active,Sparse_ARFF,,,,0.0,1026.0,248.0,0.0,0.0,1025.0,1.0
3334,QSAR-TID-127,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1524.0,0.0,0.0,1025.0,1.0
3335,QSAR-TID-11624,1,62,active,Sparse_ARFF,,,,0.0,1026.0,742.0,0.0,0.0,1025.0,1.0
3336,QSAR-TID-12998,1,62,active,Sparse_ARFF,,,,0.0,1026.0,98.0,0.0,0.0,1025.0,1.0
3337,QSAR-TID-47,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1953.0,0.0,0.0,1025.0,1.0
3338,QSAR-TID-10782,1,62,active,Sparse_ARFF,,,,0.0,1026.0,116.0,0.0,0.0,1025.0,1.0
3339,QSAR-TID-100864,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
3340,QSAR-TID-13068,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3341,QSAR-TID-30048,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3342,QSAR-TID-11691,1,62,active,Sparse_ARFF,,,,0.0,1026.0,715.0,0.0,0.0,1025.0,1.0
3343,QSAR-TID-14037,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4378.0,0.0,0.0,1025.0,1.0
3344,QSAR-TID-30017,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1058.0,0.0,0.0,1025.0,1.0
3345,QSAR-TID-17076,1,62,active,Sparse_ARFF,,,,0.0,1026.0,51.0,0.0,0.0,1025.0,1.0
3346,QSAR-TID-10244,1,62,active,Sparse_ARFF,,,,0.0,1026.0,396.0,0.0,0.0,1025.0,1.0
3347,QSAR-TID-260,1,62,active,Sparse_ARFF,,,,0.0,1026.0,18.0,0.0,0.0,1025.0,1.0
3348,QSAR-TID-10373,1,62,active,Sparse_ARFF,,,,0.0,1026.0,53.0,0.0,0.0,1025.0,1.0
3349,QSAR-TID-246,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1135.0,0.0,0.0,1025.0,1.0
3350,QSAR-TID-168,1,62,active,Sparse_ARFF,,,,0.0,1026.0,412.0,0.0,0.0,1025.0,1.0
3351,QSAR-TID-101552,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3352,QSAR-TID-12673,1,62,active,Sparse_ARFF,,,,0.0,1026.0,183.0,0.0,0.0,1025.0,1.0
3353,QSAR-TID-12666,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2243.0,0.0,0.0,1025.0,1.0
3354,QSAR-TID-247,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1171.0,0.0,0.0,1025.0,1.0
3355,QSAR-TID-10143,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
3356,QSAR-TID-103910,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3357,QSAR-TID-12345,1,62,active,Sparse_ARFF,,,,0.0,1026.0,42.0,0.0,0.0,1025.0,1.0
3358,QSAR-TID-146,1,62,active,Sparse_ARFF,,,,0.0,1026.0,683.0,0.0,0.0,1025.0,1.0
3359,QSAR-TID-10982,1,62,active,Sparse_ARFF,,,,0.0,1026.0,600.0,0.0,0.0,1025.0,1.0
3360,QSAR-TID-10544,1,62,active,Sparse_ARFF,,,,0.0,1026.0,203.0,0.0,0.0,1025.0,1.0
3361,QSAR-TID-103071,1,62,active,Sparse_ARFF,,,,0.0,1026.0,150.0,0.0,0.0,1025.0,1.0
3362,QSAR-TID-101252,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
3363,QSAR-TID-19905,1,62,active,Sparse_ARFF,,,,0.0,1026.0,3048.0,0.0,0.0,1025.0,1.0
3364,QSAR-TID-10880,1,62,active,Sparse_ARFF,,,,0.0,1026.0,955.0,0.0,0.0,1025.0,1.0
3365,QSAR-TID-10167,1,62,active,Sparse_ARFF,,,,0.0,1026.0,89.0,0.0,0.0,1025.0,1.0
3366,QSAR-TID-10190,1,62,active,Sparse_ARFF,,,,0.0,1026.0,66.0,0.0,0.0,1025.0,1.0
3367,QSAR-TID-12132,1,62,active,Sparse_ARFF,,,,0.0,1026.0,44.0,0.0,0.0,1025.0,1.0
3368,QSAR-TID-252,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4081.0,0.0,0.0,1025.0,1.0
3370,QSAR-TID-20036,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
3372,QSAR-TID-10502,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1627.0,0.0,0.0,1025.0,1.0
3373,QSAR-TID-100155,1,62,active,Sparse_ARFF,,,,0.0,1026.0,138.0,0.0,0.0,1025.0,1.0
3374,QSAR-TID-11299,1,62,active,Sparse_ARFF,,,,0.0,1026.0,68.0,0.0,0.0,1025.0,1.0
3375,QSAR-TID-11085,1,62,active,Sparse_ARFF,,,,0.0,1026.0,712.0,0.0,0.0,1025.0,1.0
3376,QSAR-TID-12186,1,62,active,Sparse_ARFF,,,,0.0,1026.0,22.0,0.0,0.0,1025.0,1.0
3377,QSAR-TID-101585,1,62,active,Sparse_ARFF,,,,0.0,1026.0,58.0,0.0,0.0,1025.0,1.0
3378,QSAR-TID-11084,1,62,active,Sparse_ARFF,,,,0.0,1026.0,842.0,0.0,0.0,1025.0,1.0
3379,QSAR-TID-101503,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3380,QSAR-TID-101598,1,62,active,Sparse_ARFF,,,,0.0,1026.0,399.0,0.0,0.0,1025.0,1.0
3381,QSAR-TID-17021,1,62,active,Sparse_ARFF,,,,0.0,1026.0,276.0,0.0,0.0,1025.0,1.0
3382,QSAR-TID-101045,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3383,QSAR-TID-12718,1,62,active,Sparse_ARFF,,,,0.0,1026.0,134.0,0.0,0.0,1025.0,1.0
3385,QSAR-TID-12029,1,62,active,Sparse_ARFF,,,,0.0,1026.0,28.0,0.0,0.0,1025.0,1.0
3386,QSAR-TID-104385,1,62,active,Sparse_ARFF,,,,0.0,1026.0,24.0,0.0,0.0,1025.0,1.0
3387,QSAR-TID-11058,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
3388,QSAR-TID-10501,1,62,active,Sparse_ARFF,,,,0.0,1026.0,147.0,0.0,0.0,1025.0,1.0
3389,QSAR-TID-12788,1,62,active,Sparse_ARFF,,,,0.0,1026.0,50.0,0.0,0.0,1025.0,1.0
3390,QSAR-TID-100427,1,62,active,Sparse_ARFF,,,,0.0,1026.0,77.0,0.0,0.0,1025.0,1.0
3391,QSAR-TID-100992,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
3392,QSAR-TID-100918,1,62,active,Sparse_ARFF,,,,0.0,1026.0,88.0,0.0,0.0,1025.0,1.0
3393,QSAR-TID-11105,1,62,active,Sparse_ARFF,,,,0.0,1026.0,631.0,0.0,0.0,1025.0,1.0
3394,QSAR-TID-20154,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1024.0,0.0,0.0,1025.0,1.0
3395,QSAR-TID-13024,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3396,QSAR-TID-11269,1,62,active,Sparse_ARFF,,,,0.0,1026.0,614.0,0.0,0.0,1025.0,1.0
3397,QSAR-TID-12703,1,62,active,Sparse_ARFF,,,,0.0,1026.0,226.0,0.0,0.0,1025.0,1.0
3398,QSAR-TID-10058,1,62,active,Sparse_ARFF,,,,0.0,1026.0,273.0,0.0,0.0,1025.0,1.0
3399,QSAR-TID-20032,1,62,active,Sparse_ARFF,,,,0.0,1026.0,123.0,0.0,0.0,1025.0,1.0
3400,QSAR-TID-11863,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0
3401,QSAR-TID-10494,1,62,active,Sparse_ARFF,,,,0.0,1026.0,233.0,0.0,0.0,1025.0,1.0
3402,QSAR-TID-11081,1,62,active,Sparse_ARFF,,,,0.0,1026.0,843.0,0.0,0.0,1025.0,1.0
3403,QSAR-TID-240,1,62,active,Sparse_ARFF,,,,0.0,1026.0,272.0,0.0,0.0,1025.0,1.0
3404,QSAR-TID-10497,1,62,active,Sparse_ARFF,,,,0.0,1026.0,50.0,0.0,0.0,1025.0,1.0
3405,QSAR-TID-101053,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3406,QSAR-TID-11870,1,62,active,Sparse_ARFF,,,,0.0,1026.0,129.0,0.0,0.0,1025.0,1.0
3407,QSAR-TID-11977,1,62,active,Sparse_ARFF,,,,0.0,1026.0,44.0,0.0,0.0,1025.0,1.0
3408,QSAR-TID-12336,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3409,QSAR-TID-17134,1,62,active,Sparse_ARFF,,,,0.0,1026.0,32.0,0.0,0.0,1025.0,1.0
3410,QSAR-TID-101152,1,62,active,Sparse_ARFF,,,,0.0,1026.0,101.0,0.0,0.0,1025.0,1.0
3411,QSAR-TID-100859,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0
3412,QSAR-TID-11364,1,62,active,Sparse_ARFF,,,,0.0,1026.0,969.0,0.0,0.0,1025.0,1.0
3413,QSAR-TID-10056,1,62,active,Sparse_ARFF,,,,0.0,1026.0,690.0,0.0,0.0,1025.0,1.0
3414,QSAR-TID-10209,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1171.0,0.0,0.0,1025.0,1.0
3415,QSAR-TID-101300,1,62,active,Sparse_ARFF,,,,0.0,1026.0,475.0,0.0,0.0,1025.0,1.0
3416,QSAR-TID-10648,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3417,QSAR-TID-100436,1,62,active,Sparse_ARFF,,,,0.0,1026.0,163.0,0.0,0.0,1025.0,1.0
3418,QSAR-TID-11249,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3419,QSAR-TID-10368,1,62,active,Sparse_ARFF,,,,0.0,1026.0,882.0,0.0,0.0,1025.0,1.0
3420,QSAR-TID-100069,1,62,active,Sparse_ARFF,,,,0.0,1026.0,471.0,0.0,0.0,1025.0,1.0
3421,QSAR-TID-11722,1,62,active,Sparse_ARFF,,,,0.0,1026.0,68.0,0.0,0.0,1025.0,1.0
3422,QSAR-TID-12593,1,62,active,Sparse_ARFF,,,,0.0,1026.0,26.0,0.0,0.0,1025.0,1.0
3423,QSAR-TID-101407,1,62,active,Sparse_ARFF,,,,0.0,1026.0,276.0,0.0,0.0,1025.0,1.0
3424,QSAR-TID-10728,1,62,active,Sparse_ARFF,,,,0.0,1026.0,172.0,0.0,0.0,1025.0,1.0
3425,QSAR-TID-10273,1,62,active,Sparse_ARFF,,,,0.0,1026.0,449.0,0.0,0.0,1025.0,1.0
3426,QSAR-TID-10856,1,62,active,Sparse_ARFF,,,,0.0,1026.0,121.0,0.0,0.0,1025.0,1.0
3427,QSAR-TID-10576,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4103.0,0.0,0.0,1025.0,1.0
3428,QSAR-TID-12128,1,62,active,Sparse_ARFF,,,,0.0,1026.0,407.0,0.0,0.0,1025.0,1.0
3429,QSAR-TID-11441,1,62,active,Sparse_ARFF,,,,0.0,1026.0,61.0,0.0,0.0,1025.0,1.0
3430,QSAR-TID-10262,1,62,active,Sparse_ARFF,,,,0.0,1026.0,639.0,0.0,0.0,1025.0,1.0
3431,QSAR-TID-103441,1,62,active,Sparse_ARFF,,,,0.0,1026.0,74.0,0.0,0.0,1025.0,1.0
3432,QSAR-TID-11402,1,62,active,Sparse_ARFF,,,,0.0,1026.0,413.0,0.0,0.0,1025.0,1.0
3433,QSAR-TID-12824,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1261.0,0.0,0.0,1025.0,1.0
3434,QSAR-TID-11692,1,62,active,Sparse_ARFF,,,,0.0,1026.0,98.0,0.0,0.0,1025.0,1.0
3435,QSAR-TID-103163,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0
3436,QSAR-TID-101392,1,62,active,Sparse_ARFF,,,,0.0,1026.0,37.0,0.0,0.0,1025.0,1.0
3437,QSAR-TID-102981,1,62,active,Sparse_ARFF,,,,0.0,1026.0,32.0,0.0,0.0,1025.0,1.0
3438,QSAR-TID-12853,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
3439,QSAR-TID-100912,1,62,active,Sparse_ARFF,,,,0.0,1026.0,948.0,0.0,0.0,1025.0,1.0
3440,QSAR-TID-101269,1,62,active,Sparse_ARFF,,,,0.0,1026.0,675.0,0.0,0.0,1025.0,1.0
3441,QSAR-TID-11427,1,62,active,Sparse_ARFF,,,,0.0,1026.0,167.0,0.0,0.0,1025.0,1.0
3442,QSAR-TID-100433,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3443,QSAR-TID-11989,1,62,active,Sparse_ARFF,,,,0.0,1026.0,43.0,0.0,0.0,1025.0,1.0
3444,QSAR-TID-10970,1,62,active,Sparse_ARFF,,,,0.0,1026.0,763.0,0.0,0.0,1025.0,1.0
3445,QSAR-TID-12829,1,62,active,Sparse_ARFF,,,,0.0,1026.0,543.0,0.0,0.0,1025.0,1.0
3447,QSAR-TID-101221,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3448,QSAR-TID-12619,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3449,QSAR-TID-10329,1,62,active,Sparse_ARFF,,,,0.0,1026.0,669.0,0.0,0.0,1025.0,1.0
3450,QSAR-TID-176,1,62,active,Sparse_ARFF,,,,0.0,1026.0,906.0,0.0,0.0,1025.0,1.0
3451,QSAR-TID-100244,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3452,QSAR-TID-10184,1,62,active,Sparse_ARFF,,,,0.0,1026.0,941.0,0.0,0.0,1025.0,1.0
3453,QSAR-TID-10657,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3454,QSAR-TID-12744,1,62,active,Sparse_ARFF,,,,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0
3455,QSAR-TID-100413,1,62,active,Sparse_ARFF,,,,0.0,1026.0,998.0,0.0,0.0,1025.0,1.0
3456,QSAR-TID-270,1,62,active,Sparse_ARFF,,,,0.0,1026.0,289.0,0.0,0.0,1025.0,1.0
3457,QSAR-TID-11399,1,62,active,Sparse_ARFF,,,,0.0,1026.0,518.0,0.0,0.0,1025.0,1.0
3458,QSAR-TID-30020,1,62,active,Sparse_ARFF,,,,0.0,1026.0,89.0,0.0,0.0,1025.0,1.0
3459,QSAR-TID-42,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1302.0,0.0,0.0,1025.0,1.0
3460,QSAR-TID-101041,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3461,QSAR-TID-10814,1,62,active,Sparse_ARFF,,,,0.0,1026.0,103.0,0.0,0.0,1025.0,1.0
3462,QSAR-TID-175,1,62,active,Sparse_ARFF,,,,0.0,1026.0,251.0,0.0,0.0,1025.0,1.0
3463,QSAR-TID-104260,1,62,active,Sparse_ARFF,,,,0.0,1026.0,71.0,0.0,0.0,1025.0,1.0
3464,QSAR-TID-101460,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3465,QSAR-TID-11018,1,62,active,Sparse_ARFF,,,,0.0,1026.0,579.0,0.0,0.0,1025.0,1.0
3466,QSAR-TID-10688,1,62,active,Sparse_ARFF,,,,0.0,1026.0,44.0,0.0,0.0,1025.0,1.0
3467,QSAR-TID-10485,1,62,active,Sparse_ARFF,,,,0.0,1026.0,32.0,0.0,0.0,1025.0,1.0
3468,QSAR-TID-12738,1,62,active,Sparse_ARFF,,,,0.0,1026.0,596.0,0.0,0.0,1025.0,1.0
3469,QSAR-TID-102770,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3470,QSAR-TID-102414,1,62,active,Sparse_ARFF,,,,0.0,1026.0,523.0,0.0,0.0,1025.0,1.0
3471,QSAR-TID-101079,1,62,active,Sparse_ARFF,,,,0.0,1026.0,125.0,0.0,0.0,1025.0,1.0
3472,QSAR-TID-11154,1,62,active,Sparse_ARFF,,,,0.0,1026.0,688.0,0.0,0.0,1025.0,1.0
3474,QSAR-TID-10450,1,62,active,Sparse_ARFF,,,,0.0,1026.0,214.0,0.0,0.0,1025.0,1.0
3475,QSAR-TID-137,1,62,active,Sparse_ARFF,,,,0.0,1026.0,3689.0,0.0,0.0,1025.0,1.0
3476,QSAR-TID-118,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1362.0,0.0,0.0,1025.0,1.0
3477,QSAR-TID-101602,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3478,QSAR-TID-101324,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3479,QSAR-TID-100424,1,62,active,Sparse_ARFF,,,,0.0,1026.0,97.0,0.0,0.0,1025.0,1.0
3480,QSAR-TID-11868,1,62,active,Sparse_ARFF,,,,0.0,1026.0,519.0,0.0,0.0,1025.0,1.0
3481,QSAR-TID-12787,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
3482,QSAR-TID-12090,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1312.0,0.0,0.0,1025.0,1.0
3483,QSAR-TID-20023,1,62,active,Sparse_ARFF,,,,0.0,1026.0,60.0,0.0,0.0,1025.0,1.0
3484,QSAR-TID-12131,1,62,active,Sparse_ARFF,,,,0.0,1026.0,111.0,0.0,0.0,1025.0,1.0
3485,QSAR-TID-11199,1,62,active,Sparse_ARFF,,,,0.0,1026.0,104.0,0.0,0.0,1025.0,1.0
3486,QSAR-TID-11942,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1002.0,0.0,0.0,1025.0,1.0
3487,QSAR-TID-100962,1,62,active,Sparse_ARFF,,,,0.0,1026.0,35.0,0.0,0.0,1025.0,1.0
3488,QSAR-TID-12227,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1510.0,0.0,0.0,1025.0,1.0
3489,QSAR-TID-12735,1,62,active,Sparse_ARFF,,,,0.0,1026.0,646.0,0.0,0.0,1025.0,1.0
3490,QSAR-TID-20033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,273.0,0.0,0.0,1025.0,1.0
3491,QSAR-TID-11528,1,62,active,Sparse_ARFF,,,,0.0,1026.0,35.0,0.0,0.0,1025.0,1.0
3492,QSAR-TID-100834,1,62,active,Sparse_ARFF,,,,0.0,1026.0,747.0,0.0,0.0,1025.0,1.0
3493,QSAR-TID-101361,1,62,active,Sparse_ARFF,,,,0.0,1026.0,323.0,0.0,0.0,1025.0,1.0
3494,QSAR-TID-11831,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
3495,QSAR-TID-100432,1,62,active,Sparse_ARFF,,,,0.0,1026.0,293.0,0.0,0.0,1025.0,1.0
3496,QSAR-TID-102774,1,62,active,Sparse_ARFF,,,,0.0,1026.0,72.0,0.0,0.0,1025.0,1.0
3497,QSAR-TID-115,1,62,active,Sparse_ARFF,,,,0.0,1026.0,974.0,0.0,0.0,1025.0,1.0
3498,QSAR-TID-10616,1,62,active,Sparse_ARFF,,,,0.0,1026.0,249.0,0.0,0.0,1025.0,1.0
3499,QSAR-TID-101397,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3500,QSAR-TID-10452,1,62,active,Sparse_ARFF,,,,0.0,1026.0,482.0,0.0,0.0,1025.0,1.0
3501,QSAR-TID-100418,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
3502,QSAR-TID-100993,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3503,QSAR-TID-20171,1,62,active,Sparse_ARFF,,,,0.0,1026.0,128.0,0.0,0.0,1025.0,1.0
3504,QSAR-TID-10526,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1814.0,0.0,0.0,1025.0,1.0
3505,QSAR-TID-249,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1487.0,0.0,0.0,1025.0,1.0
3506,QSAR-TID-101399,1,62,active,Sparse_ARFF,,,,0.0,1026.0,75.0,0.0,0.0,1025.0,1.0
3507,QSAR-TID-10808,1,62,active,Sparse_ARFF,,,,0.0,1026.0,153.0,0.0,0.0,1025.0,1.0
3508,QSAR-TID-101182,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3509,QSAR-TID-12857,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3510,QSAR-TID-12910,1,62,active,Sparse_ARFF,,,,0.0,1026.0,326.0,0.0,0.0,1025.0,1.0
3511,QSAR-TID-10702,1,62,active,Sparse_ARFF,,,,0.0,1026.0,455.0,0.0,0.0,1025.0,1.0
3512,QSAR-TID-11726,1,62,active,Sparse_ARFF,,,,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0
3513,QSAR-TID-101222,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
3514,QSAR-TID-101237,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
3515,QSAR-TID-216,1,62,active,Sparse_ARFF,,,,0.0,1026.0,520.0,0.0,0.0,1025.0,1.0
3516,QSAR-TID-10876,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
3517,QSAR-TID-87,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4160.0,0.0,0.0,1025.0,1.0
3518,QSAR-TID-140,1,62,active,Sparse_ARFF,,,,0.0,1026.0,176.0,0.0,0.0,1025.0,1.0
3519,QSAR-TID-12809,1,62,active,Sparse_ARFF,,,,0.0,1026.0,57.0,0.0,0.0,1025.0,1.0
3520,QSAR-TID-11209,1,62,active,Sparse_ARFF,,,,0.0,1026.0,95.0,0.0,0.0,1025.0,1.0
3521,QSAR-TID-10226,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
3522,QSAR-TID-100629,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3523,QSAR-TID-100425,1,62,active,Sparse_ARFF,,,,0.0,1026.0,89.0,0.0,0.0,1025.0,1.0
3524,QSAR-TID-102734,1,62,active,Sparse_ARFF,,,,0.0,1026.0,43.0,0.0,0.0,1025.0,1.0
3525,QSAR-TID-12071,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1852.0,0.0,0.0,1025.0,1.0
3526,QSAR-TID-10012,1,62,active,Sparse_ARFF,,,,0.0,1026.0,224.0,0.0,0.0,1025.0,1.0
3527,QSAR-TID-10120,1,62,active,Sparse_ARFF,,,,0.0,1026.0,212.0,0.0,0.0,1025.0,1.0
3528,QSAR-TID-12938,1,62,active,Sparse_ARFF,,,,0.0,1026.0,86.0,0.0,0.0,1025.0,1.0
3529,QSAR-TID-10685,1,62,active,Sparse_ARFF,,,,0.0,1026.0,220.0,0.0,0.0,1025.0,1.0
3530,QSAR-TID-30002,1,62,active,Sparse_ARFF,,,,0.0,1026.0,646.0,0.0,0.0,1025.0,1.0
3531,QSAR-TID-174,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2027.0,0.0,0.0,1025.0,1.0
3532,QSAR-TID-19903,1,62,active,Sparse_ARFF,,,,0.0,1026.0,47.0,0.0,0.0,1025.0,1.0
3533,QSAR-TID-12480,1,62,active,Sparse_ARFF,,,,0.0,1026.0,156.0,0.0,0.0,1025.0,1.0
3534,QSAR-TID-17005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,128.0,0.0,0.0,1025.0,1.0
3535,QSAR-TID-11003,1,62,active,Sparse_ARFF,,,,0.0,1026.0,866.0,0.0,0.0,1025.0,1.0
3536,QSAR-TID-12868,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0
3537,QSAR-TID-10649,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3538,QSAR-TID-220,1,62,active,Sparse_ARFF,,,,0.0,1026.0,274.0,0.0,0.0,1025.0,1.0
3539,QSAR-TID-10371,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
3540,QSAR-TID-10081,1,62,active,Sparse_ARFF,,,,0.0,1026.0,248.0,0.0,0.0,1025.0,1.0
3541,QSAR-TID-20007,1,62,active,Sparse_ARFF,,,,0.0,1026.0,694.0,0.0,0.0,1025.0,1.0
3542,QSAR-TID-11898,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3543,QSAR-TID-100868,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
3544,QSAR-TID-101032,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
3545,QSAR-TID-10903,1,62,active,Sparse_ARFF,,,,0.0,1026.0,192.0,0.0,0.0,1025.0,1.0
3546,QSAR-TID-101473,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3547,QSAR-TID-251,1,62,active,Sparse_ARFF,,,,0.0,1026.0,426.0,0.0,0.0,1025.0,1.0
3548,QSAR-TID-101340,1,62,active,Sparse_ARFF,,,,0.0,1026.0,86.0,0.0,0.0,1025.0,1.0
3549,QSAR-TID-101521,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
