did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
3550,QSAR-TID-11005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
3551,QSAR-TID-12913,1,62,active,Sparse_ARFF,,,,0.0,1026.0,800.0,0.0,0.0,1025.0,1.0
3552,QSAR-TID-10872,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
3553,QSAR-TID-11498,1,62,active,Sparse_ARFF,,,,0.0,1026.0,137.0,0.0,0.0,1025.0,1.0
3554,QSAR-TID-101273,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3555,QSAR-TID-12807,1,62,active,Sparse_ARFF,,,,0.0,1026.0,146.0,0.0,0.0,1025.0,1.0
3556,QSAR-TID-148,1,62,active,Sparse_ARFF,,,,0.0,1026.0,404.0,0.0,0.0,1025.0,1.0
3558,QSAR-TID-100826,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3559,QSAR-TID-10489,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3560,QSAR-TID-13067,1,62,active,Sparse_ARFF,,,,0.0,1026.0,540.0,0.0,0.0,1025.0,1.0
3561,QSAR-TID-17034,1,62,active,Sparse_ARFF,,,,0.0,1026.0,116.0,0.0,0.0,1025.0,1.0
3562,QSAR-TID-102733,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
3563,QSAR-TID-100789,1,62,active,Sparse_ARFF,,,,0.0,1026.0,676.0,0.0,0.0,1025.0,1.0
3564,QSAR-TID-20112,1,62,active,Sparse_ARFF,,,,0.0,1026.0,240.0,0.0,0.0,1025.0,1.0
3565,QSAR-TID-10304,1,62,active,Sparse_ARFF,,,,0.0,1026.0,992.0,0.0,0.0,1025.0,1.0
3566,QSAR-TID-12753,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
3567,QSAR-TID-10044,1,62,active,Sparse_ARFF,,,,0.0,1026.0,939.0,0.0,0.0,1025.0,1.0
3568,QSAR-TID-30018,1,62,active,Sparse_ARFF,,,,0.0,1026.0,903.0,0.0,0.0,1025.0,1.0
3569,QSAR-TID-112,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0
3570,QSAR-TID-12971,1,62,active,Sparse_ARFF,,,,0.0,1026.0,188.0,0.0,0.0,1025.0,1.0
3571,QSAR-TID-10919,1,62,active,Sparse_ARFF,,,,0.0,1026.0,386.0,0.0,0.0,1025.0,1.0
3572,QSAR-TID-10960,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0
3573,QSAR-TID-20067,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0
3574,QSAR-TID-10958,1,62,active,Sparse_ARFF,,,,0.0,1026.0,107.0,0.0,0.0,1025.0,1.0
3575,QSAR-TID-100579,1,62,active,Sparse_ARFF,,,,0.0,1026.0,564.0,0.0,0.0,1025.0,1.0
3576,QSAR-TID-100895,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3577,QSAR-TID-103446,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3578,QSAR-TID-262,1,62,active,Sparse_ARFF,,,,0.0,1026.0,429.0,0.0,0.0,1025.0,1.0
3579,QSAR-TID-12295,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
3580,QSAR-TID-103140,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3581,QSAR-TID-10580,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1926.0,0.0,0.0,1025.0,1.0
3582,QSAR-TID-10004,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3583,QSAR-TID-10477,1,62,active,Sparse_ARFF,,,,0.0,1026.0,682.0,0.0,0.0,1025.0,1.0
3584,QSAR-TID-12665,1,62,active,Sparse_ARFF,,,,0.0,1026.0,899.0,0.0,0.0,1025.0,1.0
3585,QSAR-TID-11534,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1703.0,0.0,0.0,1025.0,1.0
3586,QSAR-TID-104390,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3587,QSAR-TID-101183,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
3588,QSAR-TID-11873,1,62,active,Sparse_ARFF,,,,0.0,1026.0,115.0,0.0,0.0,1025.0,1.0
3589,QSAR-TID-100186,1,62,active,Sparse_ARFF,,,,0.0,1026.0,360.0,0.0,0.0,1025.0,1.0
3590,QSAR-TID-17115,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
3591,QSAR-TID-101204,1,62,active,Sparse_ARFF,,,,0.0,1026.0,75.0,0.0,0.0,1025.0,1.0
3592,QSAR-TID-12077,1,62,active,Sparse_ARFF,,,,0.0,1026.0,53.0,0.0,0.0,1025.0,1.0
3593,QSAR-TID-11113,1,62,active,Sparse_ARFF,,,,0.0,1026.0,94.0,0.0,0.0,1025.0,1.0
3594,QSAR-TID-11056,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
3595,QSAR-TID-102576,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3596,QSAR-TID-10438,1,62,active,Sparse_ARFF,,,,0.0,1026.0,565.0,0.0,0.0,1025.0,1.0
3597,QSAR-TID-143,1,62,active,Sparse_ARFF,,,,0.0,1026.0,393.0,0.0,0.0,1025.0,1.0
3598,QSAR-TID-10439,1,62,active,Sparse_ARFF,,,,0.0,1026.0,149.0,0.0,0.0,1025.0,1.0
3599,QSAR-TID-101349,1,62,active,Sparse_ARFF,,,,0.0,1026.0,652.0,0.0,0.0,1025.0,1.0
3600,QSAR-TID-10956,1,62,active,Sparse_ARFF,,,,0.0,1026.0,52.0,0.0,0.0,1025.0,1.0
3601,QSAR-TID-13000,1,62,active,Sparse_ARFF,,,,0.0,1026.0,3459.0,0.0,0.0,1025.0,1.0
3602,QSAR-TID-100853,1,62,active,Sparse_ARFF,,,,0.0,1026.0,76.0,0.0,0.0,1025.0,1.0
3603,QSAR-TID-10614,1,62,active,Sparse_ARFF,,,,0.0,1026.0,246.0,0.0,0.0,1025.0,1.0
3604,QSAR-TID-8,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1739.0,0.0,0.0,1025.0,1.0
3605,QSAR-TID-10527,1,62,active,Sparse_ARFF,,,,0.0,1026.0,294.0,0.0,0.0,1025.0,1.0
3606,QSAR-TID-38,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0
3607,QSAR-TID-10300,1,62,active,Sparse_ARFF,,,,0.0,1026.0,20.0,0.0,0.0,1025.0,1.0
3608,QSAR-TID-11141,1,62,active,Sparse_ARFF,,,,0.0,1026.0,38.0,0.0,0.0,1025.0,1.0
3609,QSAR-TID-11019,1,62,active,Sparse_ARFF,,,,0.0,1026.0,592.0,0.0,0.0,1025.0,1.0
3610,QSAR-TID-102678,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3611,QSAR-TID-124,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1745.0,0.0,0.0,1025.0,1.0
3612,QSAR-TID-11409,1,62,active,Sparse_ARFF,,,,0.0,1026.0,927.0,0.0,0.0,1025.0,1.0
3613,QSAR-TID-10505,1,62,active,Sparse_ARFF,,,,0.0,1026.0,64.0,0.0,0.0,1025.0,1.0
3614,QSAR-TID-20166,1,62,active,Sparse_ARFF,,,,0.0,1026.0,561.0,0.0,0.0,1025.0,1.0
3615,QSAR-TID-12832,1,62,active,Sparse_ARFF,,,,0.0,1026.0,478.0,0.0,0.0,1025.0,1.0
3616,QSAR-TID-105,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1251.0,0.0,0.0,1025.0,1.0
3617,QSAR-TID-103095,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3618,QSAR-TID-12512,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2866.0,0.0,0.0,1025.0,1.0
3619,QSAR-TID-11006,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0
3620,QSAR-TID-102840,1,62,active,Sparse_ARFF,,,,0.0,1026.0,18.0,0.0,0.0,1025.0,1.0
3621,QSAR-TID-30016,1,62,active,Sparse_ARFF,,,,0.0,1026.0,97.0,0.0,0.0,1025.0,1.0
3622,QSAR-TID-100872,1,62,active,Sparse_ARFF,,,,0.0,1026.0,533.0,0.0,0.0,1025.0,1.0
3623,QSAR-TID-101433,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3624,QSAR-TID-101220,1,62,active,Sparse_ARFF,,,,0.0,1026.0,709.0,0.0,0.0,1025.0,1.0
3625,QSAR-TID-11000,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
3626,QSAR-TID-103437,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3627,QSAR-TID-100942,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
3628,QSAR-TID-12294,1,62,active,Sparse_ARFF,,,,0.0,1026.0,290.0,0.0,0.0,1025.0,1.0
3629,QSAR-TID-100917,1,62,active,Sparse_ARFF,,,,0.0,1026.0,122.0,0.0,0.0,1025.0,1.0
3630,QSAR-TID-101281,1,62,active,Sparse_ARFF,,,,0.0,1026.0,670.0,0.0,0.0,1025.0,1.0
3631,QSAR-TID-12719,1,62,active,Sparse_ARFF,,,,0.0,1026.0,54.0,0.0,0.0,1025.0,1.0
3632,QSAR-TID-10928,1,62,active,Sparse_ARFF,,,,0.0,1026.0,125.0,0.0,0.0,1025.0,1.0
3633,QSAR-TID-100452,1,62,active,Sparse_ARFF,,,,0.0,1026.0,46.0,0.0,0.0,1025.0,1.0
3634,QSAR-TID-105654,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3635,QSAR-TID-102473,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3636,QSAR-TID-101036,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0
3637,QSAR-TID-11617,1,62,active,Sparse_ARFF,,,,0.0,1026.0,309.0,0.0,0.0,1025.0,1.0
3638,QSAR-TID-12037,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
3639,QSAR-TID-12790,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
3640,QSAR-TID-11260,1,62,active,Sparse_ARFF,,,,0.0,1026.0,149.0,0.0,0.0,1025.0,1.0
3641,QSAR-TID-11606,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0
3642,QSAR-TID-10586,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3643,QSAR-TID-102578,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3644,QSAR-TID-101610,1,62,active,Sparse_ARFF,,,,0.0,1026.0,145.0,0.0,0.0,1025.0,1.0
3645,QSAR-TID-102391,1,62,active,Sparse_ARFF,,,,0.0,1026.0,516.0,0.0,0.0,1025.0,1.0
3646,QSAR-TID-12202,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
3647,QSAR-TID-19639,1,62,active,Sparse_ARFF,,,,0.0,1026.0,958.0,0.0,0.0,1025.0,1.0
3648,QSAR-TID-102580,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3649,QSAR-TID-30025,1,62,active,Sparse_ARFF,,,,0.0,1026.0,813.0,0.0,0.0,1025.0,1.0
3650,QSAR-TID-103726,1,62,active,Sparse_ARFF,,,,0.0,1026.0,348.0,0.0,0.0,1025.0,1.0
3651,QSAR-TID-11522,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1585.0,0.0,0.0,1025.0,1.0
3652,QSAR-TID-100415,1,62,active,Sparse_ARFF,,,,0.0,1026.0,804.0,0.0,0.0,1025.0,1.0
3653,QSAR-TID-17052,1,62,active,Sparse_ARFF,,,,0.0,1026.0,55.0,0.0,0.0,1025.0,1.0
3654,QSAR-TID-100833,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
3655,QSAR-TID-11720,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1027.0,0.0,0.0,1025.0,1.0
3656,QSAR-TID-99,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
3657,QSAR-TID-12968,1,62,active,Sparse_ARFF,,,,0.0,1026.0,668.0,0.0,0.0,1025.0,1.0
3658,QSAR-TID-57,1,62,active,Sparse_ARFF,,,,0.0,1026.0,269.0,0.0,0.0,1025.0,1.0
3659,QSAR-TID-10403,1,62,active,Sparse_ARFF,,,,0.0,1026.0,935.0,0.0,0.0,1025.0,1.0
3660,QSAR-TID-101607,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3661,QSAR-TID-20137,1,62,active,Sparse_ARFF,,,,0.0,1026.0,101.0,0.0,0.0,1025.0,1.0
3662,QSAR-TID-101179,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3663,QSAR-TID-17033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,270.0,0.0,0.0,1025.0,1.0
3664,QSAR-TID-12013,1,62,active,Sparse_ARFF,,,,0.0,1026.0,200.0,0.0,0.0,1025.0,1.0
3665,QSAR-TID-19607,1,62,active,Sparse_ARFF,,,,0.0,1026.0,143.0,0.0,0.0,1025.0,1.0
3666,QSAR-TID-10971,1,62,active,Sparse_ARFF,,,,0.0,1026.0,108.0,0.0,0.0,1025.0,1.0
3667,QSAR-TID-10964,1,62,active,Sparse_ARFF,,,,0.0,1026.0,165.0,0.0,0.0,1025.0,1.0
3668,QSAR-TID-100071,1,62,active,Sparse_ARFF,,,,0.0,1026.0,90.0,0.0,0.0,1025.0,1.0
3669,QSAR-TID-19624,1,62,active,Sparse_ARFF,,,,0.0,1026.0,52.0,0.0,0.0,1025.0,1.0
3670,QSAR-TID-19907,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3671,QSAR-TID-30042,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3672,QSAR-TID-101404,1,62,active,Sparse_ARFF,,,,0.0,1026.0,121.0,0.0,0.0,1025.0,1.0
3673,QSAR-TID-12861,1,62,active,Sparse_ARFF,,,,0.0,1026.0,235.0,0.0,0.0,1025.0,1.0
3674,QSAR-TID-12635,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
3675,QSAR-TID-10908,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3676,QSAR-TID-214,1,62,active,Sparse_ARFF,,,,0.0,1026.0,770.0,0.0,0.0,1025.0,1.0
3677,QSAR-TID-11635,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1003.0,0.0,0.0,1025.0,1.0
3678,QSAR-TID-12469,1,62,active,Sparse_ARFF,,,,0.0,1026.0,102.0,0.0,0.0,1025.0,1.0
3679,QSAR-TID-101317,1,62,active,Sparse_ARFF,,,,0.0,1026.0,99.0,0.0,0.0,1025.0,1.0
3680,QSAR-TID-30006,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
3681,QSAR-TID-12299,1,62,active,Sparse_ARFF,,,,0.0,1026.0,45.0,0.0,0.0,1025.0,1.0
3682,QSAR-TID-100790,1,62,active,Sparse_ARFF,,,,0.0,1026.0,170.0,0.0,0.0,1025.0,1.0
3683,QSAR-TID-18033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,137.0,0.0,0.0,1025.0,1.0
3684,QSAR-TID-10651,1,62,active,Sparse_ARFF,,,,0.0,1026.0,235.0,0.0,0.0,1025.0,1.0
3685,QSAR-TID-12214,1,62,active,Sparse_ARFF,,,,0.0,1026.0,330.0,0.0,0.0,1025.0,1.0
3686,QSAR-TID-10014,1,62,active,Sparse_ARFF,,,,0.0,1026.0,979.0,0.0,0.0,1025.0,1.0
3687,QSAR-TID-11281,1,62,active,Sparse_ARFF,,,,0.0,1026.0,43.0,0.0,0.0,1025.0,1.0
3688,QSAR-TID-11848,1,62,active,Sparse_ARFF,,,,0.0,1026.0,66.0,0.0,0.0,1025.0,1.0
3689,QSAR-TID-10549,1,62,active,Sparse_ARFF,,,,0.0,1026.0,532.0,0.0,0.0,1025.0,1.0
3690,QSAR-TID-10008,1,62,active,Sparse_ARFF,,,,0.0,1026.0,189.0,0.0,0.0,1025.0,1.0
3691,QSAR-TID-10984,1,62,active,Sparse_ARFF,,,,0.0,1026.0,20.0,0.0,0.0,1025.0,1.0
3692,QSAR-TID-12679,1,62,active,Sparse_ARFF,,,,0.0,1026.0,337.0,0.0,0.0,1025.0,1.0
3693,QSAR-TID-11192,1,62,active,Sparse_ARFF,,,,0.0,1026.0,380.0,0.0,0.0,1025.0,1.0
3694,QSAR-TID-10466,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
3695,QSAR-TID-30005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3696,QSAR-TID-11842,1,62,active,Sparse_ARFF,,,,0.0,1026.0,919.0,0.0,0.0,1025.0,1.0
3697,QSAR-TID-11629,1,62,active,Sparse_ARFF,,,,0.0,1026.0,688.0,0.0,0.0,1025.0,1.0
3698,QSAR-TID-12793,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
3699,QSAR-TID-12947,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1287.0,0.0,0.0,1025.0,1.0
3700,QSAR-TID-10407,1,62,active,Sparse_ARFF,,,,0.0,1026.0,176.0,0.0,0.0,1025.0,1.0
3701,QSAR-TID-14070,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
3702,QSAR-TID-101130,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3703,QSAR-TID-10441,1,62,active,Sparse_ARFF,,,,0.0,1026.0,304.0,0.0,0.0,1025.0,1.0
3704,QSAR-TID-12720,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3705,QSAR-TID-12449,1,62,active,Sparse_ARFF,,,,0.0,1026.0,65.0,0.0,0.0,1025.0,1.0
3706,QSAR-TID-12956,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
3707,QSAR-TID-25,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1897.0,0.0,0.0,1025.0,1.0
3708,QSAR-TID-12919,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3709,QSAR-TID-102815,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
3710,QSAR-TID-11188,1,62,active,Sparse_ARFF,,,,0.0,1026.0,39.0,0.0,0.0,1025.0,1.0
3711,QSAR-TID-10331,1,62,active,Sparse_ARFF,,,,0.0,1026.0,303.0,0.0,0.0,1025.0,1.0
3712,QSAR-TID-64,1,62,active,Sparse_ARFF,,,,0.0,1026.0,358.0,0.0,0.0,1025.0,1.0
3713,QSAR-TID-11752,1,62,active,Sparse_ARFF,,,,0.0,1026.0,985.0,0.0,0.0,1025.0,1.0
3714,QSAR-TID-11119,1,62,active,Sparse_ARFF,,,,0.0,1026.0,192.0,0.0,0.0,1025.0,1.0
3715,QSAR-TID-102927,1,62,active,Sparse_ARFF,,,,0.0,1026.0,212.0,0.0,0.0,1025.0,1.0
3716,QSAR-TID-30033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0
3717,QSAR-TID-103433,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3718,QSAR-TID-30029,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
3719,QSAR-TID-100052,1,62,active,Sparse_ARFF,,,,0.0,1026.0,26.0,0.0,0.0,1025.0,1.0
3720,QSAR-TID-17074,1,62,active,Sparse_ARFF,,,,0.0,1026.0,671.0,0.0,0.0,1025.0,1.0
3721,QSAR-TID-11061,1,62,active,Sparse_ARFF,,,,0.0,1026.0,291.0,0.0,0.0,1025.0,1.0
3722,QSAR-TID-30003,1,62,active,Sparse_ARFF,,,,0.0,1026.0,778.0,0.0,0.0,1025.0,1.0
3723,QSAR-TID-10747,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3724,QSAR-TID-10679,1,62,active,Sparse_ARFF,,,,0.0,1026.0,262.0,0.0,0.0,1025.0,1.0
3725,QSAR-TID-10674,1,62,active,Sparse_ARFF,,,,0.0,1026.0,511.0,0.0,0.0,1025.0,1.0
3726,QSAR-TID-30046,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3727,QSAR-TID-12076,1,62,active,Sparse_ARFF,,,,0.0,1026.0,512.0,0.0,0.0,1025.0,1.0
3728,QSAR-TID-11337,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3729,QSAR-TID-17063,1,62,active,Sparse_ARFF,,,,0.0,1026.0,48.0,0.0,0.0,1025.0,1.0
3730,QSAR-TID-11408,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1211.0,0.0,0.0,1025.0,1.0
3731,QSAR-TID-43,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1577.0,0.0,0.0,1025.0,1.0
3732,QSAR-TID-101405,1,62,active,Sparse_ARFF,,,,0.0,1026.0,117.0,0.0,0.0,1025.0,1.0
3733,QSAR-TID-11622,1,62,active,Sparse_ARFF,,,,0.0,1026.0,792.0,0.0,0.0,1025.0,1.0
3734,QSAR-TID-11569,1,62,active,Sparse_ARFF,,,,0.0,1026.0,120.0,0.0,0.0,1025.0,1.0
3735,QSAR-TID-11680,1,62,active,Sparse_ARFF,,,,0.0,1026.0,395.0,0.0,0.0,1025.0,1.0
3736,QSAR-TID-20129,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3737,QSAR-TID-101199,1,62,active,Sparse_ARFF,,,,0.0,1026.0,341.0,0.0,0.0,1025.0,1.0
3738,QSAR-TID-17089,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3739,QSAR-TID-12017,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
3740,QSAR-TID-18025,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3741,QSAR-TID-11149,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1521.0,0.0,0.0,1025.0,1.0
3742,QSAR-TID-30019,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0
3743,QSAR-TID-10078,1,62,active,Sparse_ARFF,,,,0.0,1026.0,55.0,0.0,0.0,1025.0,1.0
3744,QSAR-TID-104430,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
3745,QSAR-TID-10684,1,62,active,Sparse_ARFF,,,,0.0,1026.0,122.0,0.0,0.0,1025.0,1.0
3746,QSAR-TID-10222,1,62,active,Sparse_ARFF,,,,0.0,1026.0,60.0,0.0,0.0,1025.0,1.0
3747,QSAR-TID-12226,1,62,active,Sparse_ARFF,,,,0.0,1026.0,665.0,0.0,0.0,1025.0,1.0
3748,QSAR-TID-12831,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
3749,QSAR-TID-10529,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2578.0,0.0,0.0,1025.0,1.0
3750,QSAR-TID-119,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
3751,QSAR-TID-100613,1,62,active,Sparse_ARFF,,,,0.0,1026.0,51.0,0.0,0.0,1025.0,1.0
3752,QSAR-TID-248,1,62,active,Sparse_ARFF,,,,0.0,1026.0,923.0,0.0,0.0,1025.0,1.0
3753,QSAR-TID-10436,1,62,active,Sparse_ARFF,,,,0.0,1026.0,143.0,0.0,0.0,1025.0,1.0
3754,QSAR-TID-11615,1,62,active,Sparse_ARFF,,,,0.0,1026.0,37.0,0.0,0.0,1025.0,1.0
3755,QSAR-TID-10542,1,62,active,Sparse_ARFF,,,,0.0,1026.0,351.0,0.0,0.0,1025.0,1.0
3756,QSAR-TID-102399,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
3757,QSAR-TID-11639,1,62,active,Sparse_ARFF,,,,0.0,1026.0,201.0,0.0,0.0,1025.0,1.0
3758,QSAR-TID-20128,1,62,active,Sparse_ARFF,,,,0.0,1026.0,100.0,0.0,0.0,1025.0,1.0
3759,QSAR-TID-69,1,62,active,Sparse_ARFF,,,,0.0,1026.0,569.0,0.0,0.0,1025.0,1.0
3760,QSAR-TID-117,1,62,active,Sparse_ARFF,,,,0.0,1026.0,818.0,0.0,0.0,1025.0,1.0
3761,QSAR-TID-11536,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1306.0,0.0,0.0,1025.0,1.0
3762,QSAR-TID-10889,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3763,QSAR-TID-10677,1,62,active,Sparse_ARFF,,,,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0
3764,QSAR-TID-30026,1,62,active,Sparse_ARFF,,,,0.0,1026.0,553.0,0.0,0.0,1025.0,1.0
3765,QSAR-TID-30013,1,62,active,Sparse_ARFF,,,,0.0,1026.0,244.0,0.0,0.0,1025.0,1.0
3766,QSAR-TID-11626,1,62,active,Sparse_ARFF,,,,0.0,1026.0,507.0,0.0,0.0,1025.0,1.0
3767,QSAR-TID-11843,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0
3768,QSAR-TID-10323,1,62,active,Sparse_ARFF,,,,0.0,1026.0,97.0,0.0,0.0,1025.0,1.0
3769,QSAR-TID-10579,1,62,active,Sparse_ARFF,,,,0.0,1026.0,388.0,0.0,0.0,1025.0,1.0
3770,QSAR-TID-103088,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
